,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20,Topic_21,Topic_22,Topic_23,Topic_24,Topic_25,Topic_26,Topic_27,Topic_28,Topic_29
2003-12-01,0.027810393862115573,0.030282134306717803,0.03266284971537114,0.03350356620367211,0.036291438432387475,0.030806498163203907,0.026584791222454756,0.044517558683331994,0.04005158111242908,0.030675914771416533,0.03470391340116705,0.06080067801758387,0.039306097654269616,0.029316798513740697,0.028617657863343693,0.036657462809489484,0.025458230073611296,0.02959137785709849,0.03023414129059653,0.04274137086713782,0.029842968023075768,0.03111031558606364,0.02519346070595938,0.033651458764576724,0.03805421417258998,0.0403344009861577,0.027853586655874,0.026651645641690782,0.02704327152553655,0.02965026406233163
2004-01-01,0.02855832052383982,0.02851596634741307,0.030651674010602682,0.032132965678321676,0.0366776408115523,0.03271079649009838,0.028684295905658658,0.04519800793440933,0.03757442377720929,0.030175451972462877,0.03618100910122019,0.05814176174195714,0.042060144074383965,0.029265346311368793,0.0288931083898581,0.03462886112028893,0.025460835594396332,0.029392471918892778,0.029800729297023956,0.041293990236593144,0.03178480134764807,0.03296815174206096,0.026491610657388195,0.03407951450607023,0.03839136487582225,0.0383039833871197,0.02836346313799994,0.027094852006917452,0.026284833290393675,0.030239664297793237
2004-02-01,0.029099056897200153,0.030526443380587926,0.03069757182775694,0.033199646772093284,0.03622491159097955,0.03302327062908398,0.0283991298419893,0.04385498185891493,0.037399912733322896,0.02944577479531185,0.03398121695877852,0.056293574022153174,0.04049368063043921,0.03004142580215663,0.02920492245401151,0.03714933700451883,0.024998816216274585,0.03139415966067511,0.03158442182983167,0.0385260647663575,0.03165284741661573,0.03099222671275127,0.025148677101924827,0.03483394281725881,0.03924691623591656,0.04032845348436523,0.027914560503145405,0.02649755967344805,0.027291881102922036,0.030554655622713315
2004-03-01,0.029449370372903017,0.03117679188983063,0.030678961088476075,0.03399634503255848,0.0365342727383897,0.033209151533411405,0.027827985112346614,0.045749703254132704,0.0385134544169437,0.029719174900537375,0.03533234922836606,0.056670555505927915,0.04034179733287975,0.02884786704279164,0.029911909307517245,0.034549252599760626,0.024412671624560595,0.03028655398188716,0.03108062296292707,0.038662711910495765,0.03225344150990495,0.0320960930206484,0.025771894460143746,0.034116050896978896,0.038071254276591214,0.041137260315001305,0.0287252615804017,0.025229928017726475,0.025673072979820716,0.02997428072657112
2004-04-01,0.02877046252244262,0.03157446546236071,0.0314360935733033,0.03426140948518677,0.035019212133201486,0.03144107788142831,0.02787226639069117,0.04454734049360352,0.036667699477871324,0.030527636595164324,0.03483337663193626,0.05956303685113013,0.03992912091899864,0.029993093256217372,0.02962439859322596,0.037184736348296464,0.023951018930555183,0.0306746796383008,0.030715947937391345,0.03960100371576626,0.031721176051996536,0.032263446593920546,0.024759991582447346,0.034411927601984964,0.03745758897190021,0.03896033439167597,0.028836831491335924,0.02735200355198076,0.026705625557049556,0.02934303558684481
2004-05-01,0.0287098895699123,0.030512166337244958,0.0307506726825252,0.033956436370146836,0.03487363279116829,0.0317815609684511,0.0276242307765558,0.046129719335354466,0.03766132343588348,0.029269606514596324,0.036248288343801414,0.056779623938376086,0.041129276640389935,0.02871501916090541,0.029393912809625996,0.03516522147869433,0.024047334485297323,0.03147623726141905,0.03072276720956224,0.041003666658246674,0.030913334264267366,0.03152985195886811,0.025456004668777038,0.034821954935659795,0.03999542558186361,0.039098430680856174,0.02811662630780692,0.025970491205410413,0.02694850601541138,0.031198828487318045
2004-06-01,0.028930200793625464,0.030539509478375942,0.03087725416075146,0.03496332613245565,0.03733173563676946,0.031940648578721115,0.02808129360336618,0.046883338254474584,0.037799219362831864,0.028587807474273256,0.03340164894490978,0.059357487888611414,0.04137567116940065,0.027510954545979394,0.02885704881786455,0.03506911743460182,0.023922346566920688,0.029364454704666258,0.029471491702990765,0.040675526632350995,0.031215081142452757,0.03257947671390391,0.024730012167293824,0.03550417536179315,0.039321993584041245,0.04028916111248002,0.029042851960837338,0.026047980361644813,0.02715352650641578,0.02917569825648929
2004-07-01,0.029922495345667318,0.030428969878530637,0.03220241635565726,0.0334475327586767,0.03509980356673754,0.03245383716422149,0.027352317745886878,0.04501191359113314,0.0380517273289228,0.03129491587815652,0.033308104616478484,0.05767423337607563,0.039768635716676534,0.027434887671462883,0.02953283451267262,0.03553590053661855,0.026530035441898612,0.03146218656066382,0.02892284134346207,0.04071723052203699,0.03202279272809084,0.03259222164910092,0.02445071040329525,0.03431134101952457,0.037888970523460554,0.04098232021309558,0.028809438109893625,0.02639990616698871,0.026228560309154738,0.03016095765481053
2004-08-01,0.02978367190253338,0.03099904692198313,0.030834275099190425,0.03389034766735047,0.03599928992312001,0.03284230156698642,0.028098361517402512,0.04625344336392857,0.039915636389851294,0.030395100954113977,0.03475539390245033,0.05682184183093232,0.04054108183895694,0.028851188958784454,0.030539919233360743,0.03606013921182646,0.024716548366541177,0.029537356419745055,0.030037829001499587,0.03940202028460122,0.032683345477647265,0.03171339575103041,0.0250635789932658,0.03413689792909136,0.03782202749597886,0.03945863413507021,0.028499904727759436,0.024646827474505757,0.026859408826224142,0.02884122447968939
2004-09-01,0.030331528201748986,0.028416049025312702,0.03203241311185204,0.0351176593052939,0.03683443474623972,0.032018473687457874,0.02876081505346289,0.045863418227012856,0.03805211031974897,0.028534039222220434,0.03130858477004843,0.05620921862343699,0.04135828367819372,0.028246985109729828,0.02997504694786751,0.035584354275385185,0.0245235260080622,0.029348277849635042,0.02990616345754199,0.039192314754776886,0.03198872676800446,0.034639501833088664,0.024757558159050713,0.03525018961865843,0.038399147384612094,0.041592235113018315,0.02986630148855399,0.02588891239488383,0.025788264323122215,0.03021550631134983
2004-10-01,0.02948769458470483,0.02876986824228414,0.03297746907648805,0.03429469924884241,0.03633442943945271,0.03197213815680908,0.027402425836248512,0.047466206334787375,0.036892173921668464,0.0295938827969646,0.03430218065033808,0.05746249849671068,0.0402842751896207,0.027218809917166593,0.02860112131391058,0.03639362295609403,0.025421061107097225,0.030164319709477663,0.029366707099510527,0.03906786904848191,0.030796117472763358,0.03205077943449959,0.026114652229236625,0.0331193521958625,0.03972072317911299,0.04164300478443316,0.029905966298700227,0.026912113717804564,0.02636466871039734,0.029899208041791903
2004-11-01,0.02780438978464561,0.028447273479313424,0.034402291789063975,0.03443164476133596,0.037860149133746836,0.03235855254605173,0.02581267322105179,0.045379788196463,0.039833960074697805,0.028923361987726003,0.03465252259755178,0.05604699661152683,0.039350982275237464,0.027769953283777765,0.02933049541538719,0.03631027454833748,0.026392875396469877,0.029714198489418895,0.031038005173152427,0.03993722105284979,0.03182319205979011,0.03244512380112765,0.025005185635688557,0.034702371168654066,0.038174337729919475,0.04175972824143635,0.027681744322360424,0.02614825270617818,0.02811075595246442,0.028351739388845644
2004-12-01,0.029144757365488147,0.029072543052014652,0.03310921652768135,0.03214120977262489,0.03574318753575744,0.03236352976717451,0.026895845484258902,0.04393528873836836,0.03770079646145329,0.029175001041531028,0.033758516047035676,0.06121518632738094,0.03988261161820223,0.02850855505098772,0.026794327397487328,0.038675263457428735,0.026194442233444033,0.030018178756912938,0.03332764515161215,0.04001153395884675,0.031503153346361494,0.030298994018112417,0.024942091102335164,0.03673526668098684,0.03778944662166348,0.03955939339150228,0.0278149300612859,0.027593199756379125,0.02709751951343835,0.02899840949501706
2005-01-01,0.02741774732477381,0.029118161454180797,0.029638230763809642,0.031945733798532126,0.03475964954046513,0.03179473478745503,0.02910087434477185,0.04797972443274019,0.0367785545820407,0.02932099219114615,0.03604933498958932,0.0593898347679775,0.038584215374934804,0.02887828681028871,0.028278046647383735,0.040376437406588514,0.02442947592145673,0.03088408306954805,0.029739715158786584,0.040532939741632405,0.031532953516060724,0.031249282006822095,0.02492495573381221,0.0440532025956583,0.03716654633569074,0.03792963799650187,0.028918214056462423,0.025208703676431764,0.02592340096103497,0.028096370316040887
2005-02-01,0.029094416899757454,0.027984651115438578,0.031666554071293374,0.035576402656461455,0.0359942649681419,0.032016274585127256,0.028437098540934125,0.0455875225163032,0.03696338425133623,0.02880672912929837,0.03486029817817638,0.058057051787905274,0.039995369233419426,0.029489209000271042,0.02964798061712795,0.034800389893365966,0.02636451689204264,0.030411315530972018,0.029407048789192848,0.03814643527582441,0.03228449643497251,0.03317093715461662,0.025345980194931797,0.03526345963098798,0.038356375142911174,0.04186038867672823,0.027248354390863132,0.02631700805770751,0.0260313812601436,0.030814745514531144
2005-03-01,0.028121058623285886,0.030917628572759186,0.030629457388804092,0.034936793960328213,0.035360637888571786,0.03174104709727724,0.027326866006351046,0.04458143886067027,0.038548943686491054,0.02807467353102177,0.03279166906266112,0.06135032383186643,0.039042611487357534,0.02816650954735927,0.02887138333961346,0.03452393209509757,0.02585272360971435,0.03175559093178462,0.031124442379471852,0.03922207629680153,0.031080087114142906,0.03226760945785998,0.02496668986355165,0.03692161468027768,0.04075874555084266,0.04090992879802933,0.027829989920637982,0.026322930031949264,0.02627075593405081,0.02973188059868427
2005-04-01,0.028445837030454075,0.03050907072591085,0.031109540137434864,0.0356743658310513,0.036469678181934626,0.031274247912305056,0.027613574004327658,0.04679008932465357,0.037750702674509154,0.02904096273700547,0.03139259718461908,0.05794216957668295,0.04209907477218423,0.02708534890401468,0.029384489677726985,0.03582714794570003,0.025670875588403377,0.029974112805082477,0.029815887858125643,0.03904919956140175,0.031605848611149935,0.032013424789705446,0.025233997588014267,0.037316120272045394,0.03937638144062919,0.0413327368833298,0.02756514153566094,0.026248150180182082,0.027171458995364346,0.029217805892262475
2005-05-01,0.028720251308283633,0.031029832863226026,0.033212295011045764,0.035447670870939134,0.03547221061405641,0.03173488491994232,0.02710575606520579,0.04846778657178226,0.03831600528711826,0.029158906017740568,0.03355555427249636,0.05607352863705215,0.039263002011373414,0.02797815648769563,0.028294966179178475,0.03532979526894015,0.025570394847061268,0.029861780139967882,0.02991077632968471,0.038955793134360824,0.03126001537424274,0.034017321475215925,0.025120933859823648,0.03639655032800548,0.038577255869161865,0.0420566910484058,0.027729208705768355,0.02608746914952545,0.025565701382719894,0.02972954561814418
2005-06-01,0.02941907192698727,0.03067123796206702,0.03261415517986918,0.03421346001742224,0.037462070115340765,0.03381592873828387,0.027533148589728825,0.04760092174863199,0.03957728530187729,0.02934245271284712,0.03509640688721861,0.0547351100544654,0.04087620048420357,0.028227737516730342,0.028176422081120856,0.034979126125876066,0.026078732336169464,0.02895210266122867,0.02947809402619711,0.03815428336157235,0.03131872067592221,0.034306435616781004,0.02475596879120352,0.035570302641156425,0.03851075435534177,0.04132377584792863,0.026929709609974165,0.025927616725443605,0.02527453745039819,0.029078271349334245
2005-07-01,0.029296839608077198,0.030449876735977103,0.031075117202781718,0.03461202456757085,0.03675560970007695,0.033532869371522125,0.02780682716292205,0.04518167496026628,0.03910278291383226,0.0297556407151778,0.03400643901436596,0.05803480400954652,0.03881544954018289,0.02768308302627048,0.029486195775354062,0.034121545922424654,0.026039399297908855,0.029505802916025954,0.03068499144711001,0.041186768703729365,0.030817260888056863,0.034522365884788485,0.02539867056282738,0.03365527690785887,0.03856423152642445,0.04102701441863606,0.027767656265499,0.02599216431837033,0.026382040606735054,0.028739615865554263
2005-08-01,0.027635981308466187,0.030427020413704885,0.030982359390243304,0.03754403199936204,0.03773157719187666,0.03258800168093829,0.02820577819980336,0.04492133420900392,0.03866443166509563,0.028551118443406482,0.03300901764635131,0.05789726836134109,0.0395356562154362,0.02745684414775728,0.029555828915740823,0.03338056979161513,0.025010892906328692,0.02868352973053948,0.02857512075835823,0.038481504653012276,0.033012531359486015,0.03278217845590672,0.024957817038186416,0.035780924584630606,0.04093911222019514,0.042326768932142225,0.02808123265614251,0.027193662308634795,0.025601180083786576,0.030486764510258217
2005-09-01,0.028643921623832183,0.029778407783901593,0.031117426437706517,0.0354550885435358,0.0380245348016215,0.03307013983236923,0.03135884623100055,0.046225502300563284,0.03938528413323609,0.02911184171791341,0.033558222558697844,0.056606833136540344,0.04054138872863966,0.026876021947603225,0.02947173983344091,0.034389018335208306,0.024627953095078876,0.029586617333676023,0.02920504946704655,0.03859209689084875,0.03259647989893165,0.0318458437191164,0.025145818573142895,0.03665224635649041,0.03878344810180389,0.04043181506516595,0.027996449817801677,0.027392922094743564,0.025764484622241356,0.027764597704035006
2005-10-01,0.028193037071783972,0.02962912948469564,0.03136470216128658,0.039186965800396316,0.0384586578373185,0.03471342940433645,0.029876335334365324,0.04548617590660144,0.04088986335349158,0.029887946881598376,0.03257473706658092,0.05409625014348288,0.039089905044133004,0.02723721032616816,0.028600424897044282,0.03562863473283768,0.02500838034306104,0.0298027960610465,0.030813695006298703,0.03885569392795475,0.03129628231757497,0.0318780656311628,0.024142509429037944,0.0352708154607382,0.03817292391455512,0.041155048372168344,0.0278864992914821,0.025394402388886746,0.026687442430964124,0.028722081150771565
2005-11-01,0.028448700315229728,0.029729193812380955,0.032787237820484545,0.0354756899078502,0.040488680855701606,0.03494962531599154,0.028534699150558965,0.04432411569229766,0.04044367684883191,0.029342857811061926,0.03263692383746703,0.057347776184287984,0.040452402649499196,0.028341037155354607,0.026707306332944124,0.03540141038009125,0.025895392786261476,0.02818708157998032,0.03008890586634953,0.03804863871580685,0.03092363859038834,0.03369715780446817,0.025281166827301325,0.03317118998948084,0.038940249738516286,0.041282544394477316,0.027755161840528963,0.0262584558931189,0.0255203500451578,0.02953877225243776
2005-12-01,0.028017632930349885,0.03015971120865687,0.031853633524584195,0.03517060098186184,0.03723185811333524,0.03286750196485834,0.02864394089815323,0.04306133744754327,0.03987550896871883,0.028543403239901177,0.03455996899106433,0.058199915225941604,0.03914489010376171,0.028810407426083207,0.02774679738458103,0.036814190229129407,0.025668907179347278,0.029120690897453425,0.030293577652886948,0.04164097301102758,0.03164854473765458,0.03119311685758704,0.02450899839886065,0.0361654233188399,0.039052961357636896,0.039799639739366795,0.027726864792858033,0.02784706453779444,0.026092781585090173,0.02853919702001207
2006-01-01,0.02832860515039991,0.03018288041740784,0.03110947114095392,0.03522593886556135,0.03631169731799758,0.03441913962977904,0.029025039032191412,0.04382551259420549,0.038294485896843006,0.028963567905980304,0.036933681635218665,0.05808879558049873,0.04045783510611824,0.02893898956730996,0.029616045167552202,0.03802262627731513,0.025919947411173806,0.02879533143950821,0.02897409549657564,0.04056485143150998,0.030751474335274365,0.03079661696665936,0.02508402600596647,0.03589416208691445,0.0385282448220527,0.038722026456250745,0.02944635930918489,0.025483056361740593,0.0250852095982759,0.028210327959013442
2006-02-01,0.02849380422036308,0.031285202400136644,0.031689474306132205,0.034103785671933354,0.037738548751804046,0.036737028730333375,0.029340649257820827,0.044291193163472006,0.03870538686386754,0.02791542136267593,0.03316497743472955,0.06037288219012299,0.040268374538723506,0.02681455523211873,0.027396290323693017,0.03378738238373852,0.024047382130092224,0.02914001182392079,0.03062798747767416,0.03905658670597383,0.03323465999116822,0.03277580568686679,0.02477860873268687,0.03517383145537741,0.03869225583878887,0.04054602226071814,0.02862340307241873,0.026096497877466162,0.0258281190386885,0.029273913523427147
2006-03-01,0.02891253334873714,0.029557993540406273,0.03160619461098843,0.03308521032498816,0.03723874684796878,0.03698972697636458,0.028750362862072668,0.047124307217564186,0.0387916630034151,0.028825535725767956,0.034781451669776926,0.05735731778172905,0.037803821430140806,0.028393481696483782,0.0284027284412013,0.036258682228231184,0.025188333357885413,0.031762233662888245,0.029838223956742113,0.037873100907403465,0.03206143012843672,0.032018816334039975,0.024739138718272286,0.034567983169679115,0.038382810514682696,0.04039803180461364,0.028502166918856854,0.02614565732764796,0.025869832075932627,0.02877252441952162
2006-04-01,0.029586249365179246,0.03161645681902028,0.031206640637542634,0.03483775246923896,0.036996889321594006,0.035035258619710914,0.027915142469744518,0.045809948044200424,0.036980356344589016,0.028738127191773995,0.03380068823247032,0.05525025241114979,0.039889786145555564,0.029365950588898196,0.02777646947747183,0.035039070145694025,0.024925454728551285,0.031670825303162474,0.029173734421644188,0.03797076791838656,0.03185350028837601,0.032282069123874456,0.025657992333177556,0.03556395941983635,0.03936452305624862,0.04049783773699347,0.02816267901632516,0.02813919257627436,0.026685397170473923,0.028207066425473964
2006-05-01,0.028172127335999476,0.030958006235191706,0.031022951296406403,0.0338037880292712,0.03919360404012857,0.033268793385852216,0.028079233682869124,0.04826243756711597,0.03841200049046496,0.028779565317670987,0.03397896564414008,0.055260951302110936,0.03854600667706391,0.028505581007063636,0.029644677410081276,0.03323380165935091,0.02559789276368553,0.027849807943587965,0.02961291534871423,0.038492608849308226,0.03090673429917373,0.033539950752258754,0.025175837009784215,0.03493707016524342,0.03885642513655548,0.041975814613425255,0.027171058606327344,0.030041965560757857,0.026228242960717088,0.030491220338938207
2006-06-01,0.029257349105980008,0.02998013361967423,0.03180187030291197,0.034416530426744314,0.038941392405135125,0.03435189810094345,0.0286656113469087,0.046833222161658035,0.03961807757054202,0.0290805226153859,0.033389905067521305,0.056815617758084906,0.03927044150981224,0.02803025224300247,0.028616437156651957,0.03300758488443085,0.02505411070217972,0.02789490551306226,0.030220807399935677,0.03831347424287102,0.03129718040001319,0.03209096464970723,0.025869309695046194,0.03520411910483468,0.03862167320446703,0.041049771891807585,0.02711575312599378,0.03049645790742448,0.025486622465252105,0.02920804276975515
2006-07-01,0.02994193184892718,0.029107538323545106,0.03306861761863586,0.03335305151916476,0.036847652738578776,0.033023929199816324,0.028500988787310142,0.04541511808834441,0.03620206598015366,0.028149604851896888,0.036270007349940084,0.05708169410356748,0.03880160747457447,0.02948326108132514,0.029568238150578782,0.033649584707403375,0.02530927214124729,0.02709827914804117,0.030693300863073817,0.03800597244381961,0.03228487395287832,0.031581478572645406,0.024701144096221525,0.03649713270856994,0.03755353370251293,0.04202348064539162,0.029265274764879348,0.029754201481674396,0.025742214945637953,0.031024984800776177
2006-08-01,0.0299806947936606,0.028565712585883765,0.03213665622067991,0.03466318259599977,0.038115473097630116,0.032297897982703806,0.0277984899340345,0.0451985528842445,0.03715817624902933,0.030229939138020627,0.03348405962905739,0.05646048363544407,0.03929234388945595,0.02868628138959194,0.028693895878981378,0.03464606656007545,0.024962334419523755,0.029210615895746538,0.030127271984828518,0.03907470155190014,0.03290772760379903,0.03339628362949978,0.024483417967452955,0.03533765711097854,0.04048426463728601,0.03988065189064809,0.028080765493305116,0.02766508349136298,0.02715151323569383,0.029829840812422112
2006-09-01,0.0271534888250774,0.02971637253520799,0.0320986511359186,0.034415201414500794,0.03986746037404358,0.03447885347443239,0.029990661698433476,0.04626734560301683,0.03524813497031222,0.031124536208465132,0.03583460590945072,0.05626823756965733,0.037941779439406506,0.027188406443660756,0.03138656495745679,0.03579695419798134,0.02476100270314693,0.029021232642829985,0.02970490448116489,0.04045920541926077,0.03292805004733534,0.032108744648695085,0.02466564459153867,0.035936116445413044,0.03866466142717793,0.03931658627381912,0.027413415276863612,0.027677990960192217,0.024199046428049882,0.028366181654083205
2006-10-01,0.028948870897492172,0.028431055353146915,0.034470421602699405,0.03222647708148242,0.03528742215663951,0.0349454028428014,0.02619586534376344,0.04498931337035968,0.037733997266836655,0.031244493409077985,0.03989567031397042,0.05497773924099658,0.037621948927138237,0.02831212530545915,0.026427035506456375,0.03682692516246735,0.026424766268080963,0.02748673288375587,0.030200499554121782,0.04153546322953346,0.030590942205392126,0.032205948059284735,0.025815205773899834,0.034107395049941064,0.03913060262109947,0.04442497249630466,0.02789936182241571,0.027228260948151627,0.02614853529473574,0.028266587507716302
2006-11-01,0.028293436873122055,0.028926062072759384,0.033011951511921725,0.03430390972634042,0.03959803359097011,0.03401318178816121,0.028036375320889158,0.04627695982959915,0.03717946921935952,0.02962376519543938,0.03436170492825014,0.057475649689924926,0.038667720140622336,0.028983879156981446,0.027997248053766428,0.03388454108081143,0.026390847313738496,0.029053111185501097,0.029957097476240094,0.04067374259733217,0.029879614809282477,0.031044732454197536,0.024313694050355023,0.03415987449715735,0.038720225397818296,0.04532883732384206,0.030741518398526117,0.02499327087844207,0.025692695499737954,0.02841688751252601
2006-12-01,0.028401970954526592,0.02980186345607843,0.03245743872847017,0.031219547403706967,0.037204006834246496,0.03442771652487724,0.02863520114748778,0.044909968097474905,0.03528873320367339,0.028827993640541127,0.035306968927730026,0.05959007118516586,0.03839390079705451,0.02839206814231251,0.027284626477205535,0.03861496004259521,0.026064963376212003,0.028041499423543566,0.030470737221852628,0.04137428229160169,0.03365587199636118,0.031562223997916874,0.024282109350862106,0.03449162717299382,0.03858130466642333,0.04256926936823223,0.03150750761512456,0.02450142496490829,0.025526600642169408,0.02861357771976573
2007-01-01,0.028260753460101685,0.028034347050958832,0.03159860084150233,0.0337479162602389,0.037984263914195376,0.03527739490913468,0.02690500190490933,0.04338476505020789,0.03581626236713981,0.028948131534397115,0.03635461683086957,0.06195326031126415,0.03967061795490291,0.026993036459399024,0.02790355550303642,0.03859044049212752,0.0264776211734286,0.02771958250437394,0.030152257166717204,0.040220632924532214,0.03028568637216371,0.032786372863577835,0.024611044244514456,0.035197022277979204,0.03840089710379429,0.04340307584951415,0.029309048708064674,0.027947805432670836,0.024710473567235654,0.02735555438526097
2007-02-01,0.02856389566393086,0.03110640262696085,0.030934190838526394,0.03474791458774389,0.03763183431016806,0.034631397972446604,0.027214640892677958,0.044485628287716766,0.036727801310207815,0.02824193695337324,0.035030660400914924,0.05760912015275093,0.038733483500511985,0.02912057221600617,0.0293583646767653,0.03761272422323137,0.02547208934053048,0.029350937688872255,0.02944132128358272,0.0403720635742544,0.031519968845072,0.031061169033960813,0.023987404722447928,0.03446283208863719,0.03947187100577669,0.0435081192896006,0.027944483483670818,0.02709442230155927,0.025538966906866155,0.029023820135759736
